Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8;1096568;2НДФЛ;Покупка автомобиля;0;0.25;мужской;0;0;среднее-специальное;рабочий;>250;1;331;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096588;Форма банка (без печати работодателя);Ремонт;1;0.3;мужской;1;0;второе высшее;менеджер высшего звена;< 50;0;33;30;Торговля;ООО;женат / замужем;2;1;1;1;0;0;0;0;0;0;0.0769230769;1;12;175;13;1;3;5;89;0;0;0;0;0;0;0
8;1096608;Поступление зарплаты на счет;Ремонт;1;0.41;мужской;0;0;высшее;специалист;< 50;0;78;33;Торговля;ООО;женат / замужем;2;1;1;1;1;0.023255814;1;0;0;0;0.6666666667;2;1;42;3;1;0;31;47;1;0;0;0;0;0;0
8;1096628;Форма банка (без печати работодателя);Покупка автомобиля;0;0.3;женский;1;0;высшее;специалист;< 50;0;32;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096648;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096668;2НДФЛ;Покупка автомобиля;0;0.36;мужской;1;0;среднее-специальное;специалист;>250;3;229;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096688;2НДФЛ;Покупка недвижимости/ строительство;1;0.36;женский;1;0;высшее;специалист;>250;0;173;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096708;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;0;0;высшее;менеджер высшего звена;< 50;0;8;32;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0714285714;0;0;0;0;0.1428571429;1;6;65;7;1;0;16;88;1;0;0;0;0;0;0
8;1096728;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;72;30;Торговля;ЗАО;женат / замужем;1;1;1;1;0;0;0;0;0;0;0;0;1;23;1;0;1;25;25;0;0;0;0;0;0;0
8;1096748;Свободная форма с печатью работодателя;Ремонт;0;0.38;мужской;0;0;высшее;менеджер среднего звена;< 50;0;10;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096768;Поступление зарплаты на счет;Покупка автомобиля;0;0.14;женский;0;0;высшее;специалист;>250;1;28;26;Информационные технологии;ОАО;женат / замужем;2;1;1;0;0;0;0;1;1;0;0.3333333333;2;4;29;6;2;0;2;60;0;0;0;0;0;0;0
8;1096788;Поступление зарплаты на счет;Ремонт;0;0.12;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096808;Поступление зарплаты на счет;Ремонт;1;0.12;мужской;0;0;высшее;рабочий;>250;0;55;37;Другое;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;7;102;7;0;1;22;80;0;0;0;0;0;0;0
8;1096828;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.44;мужской;1;0;среднее;специалист;>250;0;31;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096848;2НДФЛ;Покупка недвижимости/ строительство;1;0.35;мужской;2;0;среднее-специальное;менеджер среднего звена;>250;1;49;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096868;Поступление зарплаты на счет;Ремонт;0;0.21;мужской;0;0;среднее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096888;2НДФЛ;Лечение;0;0.57;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;3;239;42;Торговля;ООО;гражданский брак;0;0;0;0;0;0;0;0;0;0;0.25;1;3;55;4;0;3;10;22;0;0;0;0;0;0;0
8;1096908;Свободная форма с печатью работодателя;Ремонт;0;0.31;мужской;1;0;высшее;менеджер среднего звена;>250;3;15;42;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.1666666667;1;5;71;6;0;0;46;77;0;0;0;0;0;0;0
8;1096928;Форма банка (без печати работодателя);Покупка земли;0;0.43;женский;0;0;высшее;менеджер высшего звена;< 50;0;114;33;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1025641026;1;0;0;0;0.5;3;3;70;6;1;0;20;66;1;0;0;0;0;0;0
8;1096948;Поступление зарплаты на счет;Покупка автомобиля;1;0.23;мужской;0;0;высшее;рабочий;>250;0;51;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096968;Форма банка (без печати работодателя);Ремонт;1;0.47;женский;0;0;среднее-специальное;специалист;>250;0;28;26;Торговля;ЗАО;разведен / разведена;1;1;1;0;0;0.019047619;0;0;0;0;0.1666666667;1;5;103;6;0;3;19;63;1;0;0;0;0;0;0
8;1096988;Поступление зарплаты на счет;Покупка автомобиля;0;0.27;женский;0;0;высшее;специалист;< 50;0;8;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097008;2НДФЛ;Покупка недвижимости/ строительство;0;0.18;мужской;0;0;высшее;специалист;>250;0;60;30;Информационные технологии;ООО;разведен / разведена;0;0;0;0;0;0;0;0;0;0;0.5;2;2;56;4;0;1;29;89;0;0;0;0;0;0;0
8;1097028;Свободная форма с печатью работодателя;Ремонт;0;0.28;женский;0;0;высшее;менеджер среднего звена;< 50;0;6;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097048;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097068;2НДФЛ;Покупка недвижимости/ строительство;1;0.11;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097088;Форма банка (без печати работодателя);Покупка автомобиля;1;0.41;мужской;0;0;высшее;рабочий;>250;0;156;31;Торговля;Государственное предприятие;женат / замужем;1;1;1;1;1;0.021978022;0;0;0;0;0.5;3;3;89;6;3;1;6;52;1;0;0;0;0;0;0
8;1097108;Свободная форма с печатью работодателя;Лечение;1;0.26;женский;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097128;2НДФЛ;Покупка автомобиля;0;0.4;женский;2;0;высшее;рабочий;>250;0;8;33;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097148;2НДФЛ;Обучение;1;0.3;женский;0;0;среднее;вспомогательный персонал;>250;0;13;34;Торговля;ООО;холост / не замужем;2;2;2;2;1;0;0;0;0;0;1;1;0;7;1;0;0;17;17;0;0;0;0;0;0;0
8;1097168;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;11;34;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;1;1;1;0.6;3;2;99;5;1;1;0;90;0;0;0;0;0;0;0
8;1097188;2НДФЛ;Покупка автомобиля;1;0.56;женский;1;0;высшее;специалист;>250;0;210;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097208;Форма банка (без печати работодателя);Ремонт;1;0.51;мужской;2;0;высшее;менеджер среднего звена;>250;0;164;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097228;2НДФЛ;Ремонт;1;0.28;мужской;2;0;высшее;менеджер высшего звена;>250;1;126;32;Торговля;ЗАО;разведен / разведена;2;1;1;0;0;0.06;0;0;0;0;0.3125;5;11;235;16;3;2;6;93;1;1;0;0;0;0;0
8;1097248;Форма банка (без печати работодателя);Покупка автомобиля;0;0.4;женский;2;0;высшее;специалист;>250;0;111;42;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097268;2НДФЛ;Покупка недвижимости/ строительство;1;0.26;мужской;2;0;среднее-специальное;специалист;>250;0;99;31;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097288;Форма банка (без печати работодателя);Ремонт;0;0.2;мужской;1;0;высшее;специалист;< 50;0;104;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097308;2НДФЛ;Покупка недвижимости/ строительство;1;0.32;мужской;0;0;среднее-специальное;вспомогательный персонал;< 50;0;59;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097328;Поступление зарплаты на счет;Ремонт;0;0.57;мужской;0;0;высшее;менеджер среднего звена;>250;0;31;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097348;Поступление зарплаты на счет;Ремонт;1;0.45;мужской;0;0;среднее-специальное;рабочий;>250;1;176;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097368;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;1;0;высшее;менеджер высшего звена;< 50;0;39;39;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097388;Поступление зарплаты на счет;Покупка земли;0;0.35;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097408;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;321;46;Другое;Государственное предприятие;женат / замужем;1;1;1;1;0;0.0135135135;0;0;0;0;0.375;6;10;292;16;2;1;8;112;1;0;0;0;0;0;0
8;1097428;Форма банка (без печати работодателя);Ремонт;1;0.19;мужской;2;0;высшее;менеджер среднего звена;>250;0;132;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097448;Форма банка (без печати работодателя);Ремонт;0;0.55;мужской;1;0;высшее;менеджер среднего звена;< 50;0;9;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097468;Поступление зарплаты на счет;Ремонт;1;0.28;женский;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;105;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097488;Поступление зарплаты на счет;Другое;1;0.17;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;27;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097508;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;1;0;среднее-специальное;специалист;>250;0;63;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097528;Поступление зарплаты на счет;Другое;1;0.19;женский;0;0;среднее-специальное;специалист;>250;0;35;28;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
8;1097548;Форма банка (без печати работодателя);Ремонт;0;0.32;женский;0;0;высшее;менеджер среднего звена;>250;0;32;33;Другое;ООО;холост / не замужем;3;2;0;0;0;0.0460829493;0;1;0;0;0.1764705882;3;14;207;17;2;2;5;91;1;0;0;0;0;0;0
8;1097568;Поступление зарплаты на счет;Отпуск;1;0.44;мужской;0;0;высшее;специалист;>250;1;19;29;Другое;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;0.4;2;3;52;5;1;0;6;69;0;0;0;0;0;0;0
8;1097588;2НДФЛ;Лечение;1;0.18;женский;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1097608;Поступление зарплаты на счет;Другое;1;0.26;женский;2;0;среднее-специальное;специалист;>250;1;148;42;Другое;ОАО;женат / замужем;2;1;1;1;1;0;0;1;1;0;0.6666666667;2;1;27;3;1;0;2;28;0;0;0;0;0;0;0
