Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8;1186908;Поступление зарплаты на счет;Ремонт;0;0.55;женский;1;0;среднее-специальное;менеджер среднего звена;< 50;0;48;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1186928;Форма банка (без печати работодателя);Ремонт;0;0.16;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1186948;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>250;0;79;49;Торговля;ООО;женат / замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1186968;Форма банка (без печати работодателя);Покупка автомобиля;0;0.13;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1186988;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;1;0;высшее;специалист;< 50;3;86;25;Другое;ООО;разведен / разведена;2;1;0;0;0;0.0666666667;0;0;0;0;0.2352941176;4;13;154;17;2;0;12;75;1;1;0;0;0;0;0
8;1187008;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;52;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187028;Форма банка (без печати работодателя);Ремонт;1;0.29;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187048;2НДФЛ;Ремонт;1;0.25;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187068;2НДФЛ;Ремонт;1;0.42;женский;2;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187088;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0;85;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187108;Форма банка (без печати работодателя);Ремонт;0;0.28;мужской;3;0;высшее;менеджер среднего звена;>250;0;73;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187128;2НДФЛ;Ремонт;0;0.57;женский;0;0;высшее;вспомогательный персонал;>250;0;16;30;Торговля;ОАО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.3333333333;1;2;13;3;0;0;8;74;0;0;0;0;0;0;0
8;1187148;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.17;мужской;1;0;среднее-специальное;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187168;Форма банка (без печати работодателя);Ремонт;0;0.48;мужской;1;0;высшее;менеджер высшего звена;>250;0;85;31;Торговля;ООО;повторный брак;6;2;2;1;0;0.0513833992;1;0;0;0;0.4444444444;4;5;240;9;1;2;11;94;1;0;0;0;0;0;0
8;1187188;2НДФЛ;Ремонт;1;0.49;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;31;29;Торговля;ООО;разведен / разведена;1;1;0;0;0;0.7176470588;0;1;0;0;0.75;3;1;24;4;2;0;5;99;1;1;1;1;1;1;1
8;1187208;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;рабочий;>250;0;489;57;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187228;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;высшее;специалист;>250;0;63;51;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187248;Форма банка (без печати работодателя);Ремонт;1;0.52;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;43;56;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.043956044;1;2;0;0;0.6666666667;4;2;87;6;3;0;5;102;1;0;0;0;0;0;0
8;1187268;2НДФЛ;Ремонт;1;0.55;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187288;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.47;мужской;0;0;среднее;вспомогательный персонал;>250;0;237;49;Другое;Иная форма;женат / замужем;3;1;1;0;0;0.2;0;1;1;0;0.375;3;5;132;8;2;1;1;82;1;0;0;0;1;0;0
8;1187308;Поступление зарплаты на счет;Покупка мебели;0;0.24;женский;1;0;высшее;специалист;>250;0;13;27;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187328;Форма банка (без печати работодателя);Ремонт;1;0.5;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;80;35;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;1;2;0;0;0.625;5;3;79;8;3;1;3;55;0;0;0;0;0;0;0
8;1187348;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;0;0;среднее;вспомогательный персонал;< 50;3;108;38;Торговля;Индивидуальный предприниматель;женат / замужем;2;1;1;1;1;0;0;0;0;0;0;0;2;20;2;0;0;23;27;0;0;0;0;0;0;0
8;1187368;Поступление зарплаты на счет;Ремонт;1;0.26;мужской;2;0;высшее;менеджер по продажам;>250;0;15;33;Торговля;ООО;повторный брак;0;0;0;0;0;0;1;1;0;0;0.1428571429;1;6;132;7;1;0;5;67;0;0;0;0;0;0;0
8;1187388;2НДФЛ;Другое;1;0.49;мужской;0;0;среднее;рабочий;>250;0;73;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187408;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.4;женский;0;0;высшее;специалист;>250;0;43;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187428;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;вспомогательный персонал;>250;1;26;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187448;Форма банка (без печати работодателя);Ремонт;0;0.46;мужской;0;0;высшее;менеджер среднего звена;>250;0;56;56;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0476190476;0;0;0;0;0.6;3;2;80;5;2;1;6;38;1;0;0;0;0;0;0
8;1187468;2НДФЛ;Отпуск;0;0.34;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187488;2НДФЛ;Ремонт;0;0.44;мужской;1;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187508;2НДФЛ;Ремонт;0;0.32;мужской;0;0;высшее;специалист;>250;0;41;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187528;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;0;0;высшее;менеджер высшего звена;< 50;0;46;42;Торговля;Индивидуальный предприниматель;женат / замужем;2;1;1;1;1;0.04784689;1;1;0;0;0.6;6;4;199;10;3;1;3;68;1;0;0;0;0;0;0
8;1187548;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187568;;Ремонт;0;;женский;0;0;высшее;;;1;82;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187588;Форма банка (без печати работодателя);Ремонт;1;0.55;женский;2;0;высшее;специалист;< 50;0;109;42;Торговля;ООО;женат / замужем;7;4;3;1;1;0.1358024691;0;0;0;0;0.5;4;4;140;8;2;0;15;102;1;1;1;1;1;0;0
8;1187608;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.36;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;128;47;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187628;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.43;женский;0;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187648;Свободная форма с печатью работодателя;Ремонт;1;0.32;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187668;Поступление зарплаты на счет;Ремонт;1;0.49;женский;0;0;*n.a.*;вспомогательный персонал;>250;0;22;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0925925926;0;0;0;0;0.8;4;1;49;5;2;1;7;30;1;0;0;0;0;0;0
8;1187688;Форма банка (без печати работодателя);Ремонт;0;0.56;женский;0;0;высшее;специалист;>250;0;17;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187708;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;высшее;менеджер высшего звена;>250;0;34;32;Торговля;Индивидуальный предприниматель;женат / замужем;4;3;0;0;0;0.2747252747;1;2;2;2;0.2222222222;3;6;66;9;2;0;1;95;1;1;0;0;1;0;0
8;1187728;2НДФЛ;Ремонт;1;0.59;женский;1;0;второе высшее;менеджер среднего звена;>250;0;69;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187748;2НДФЛ;Ремонт;1;0.54;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;39;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187768;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;1;0;*n.a.*;специалист;>250;0;252;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187788;Форма банка (без печати работодателя);Отпуск;1;0.25;мужской;2;0;второе высшее;менеджер высшего звена;< 50;0;90;43;Юридические услуги;Иная форма;женат / замужем;1;1;0;0;0;0.0486111111;1;0;0;0;0.5;4;4;137;8;2;1;6;98;1;0;0;0;0;0;0
8;1187808;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187828;Форма банка (без печати работодателя);Ремонт;0;0.36;женский;0;0;высшее;менеджер высшего звена;< 50;0;88;49;Торговля;ООО;женат / замужем;7;7;1;0;0;0.0169491525;1;0;0;0;0.7142857143;5;2;116;7;4;0;9;90;1;0;0;0;0;0;0
8;1187848;Свободная форма с печатью работодателя;Ремонт;0;0.39;женский;0;0;высшее;рабочий;>250;0;70;52;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187868;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;второе высшее;вспомогательный персонал;>250;1;68;49;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0342857143;0;0;0;0;0.2222222222;2;7;169;9;1;0;11;89;1;1;1;0;0;0;0
8;1187888;2НДФЛ;Покупка автомобиля;0;0.31;женский;2;0;высшее;менеджер высшего звена;>250;1;79;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187908;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;высшее;менеджер высшего звена;>250;0;39;31;Торговля;ООО;женат / замужем;2;2;1;1;1;0;1;0;0;0;0.25;3;5;53;8;2;0;7;19;0;0;0;0;0;0;0
8;1187928;2НДФЛ;Ремонт;1;0.33;мужской;0;0;высшее;менеджер среднего звена;>250;0;40;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187948;2НДФЛ;Покупка бытовой техники;1;0.24;женский;0;0;высшее;специалист;>250;3;217;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1187968;Поступление зарплаты на счет;Ремонт;0;0.45;женский;0;0;высшее;специалист;>250;0;62;26;Другое;ОАО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.3333333333;2;4;61;6;1;0;11;53;0;0;0;0;0;0;0
8;1187988;2НДФЛ;Покупка автомобиля;0;0.44;женский;0;0;высшее;вспомогательный персонал;>250;3;63;42;Другое;ООО;разведен / разведена;3;1;1;0;0;0.0483091787;0;0;0;0;0.3333333333;3;6;197;9;2;0;15;91;1;1;0;0;0;0;0
8;1188008;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;97;49;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;2;0;0;0.6666666667;4;2;149;6;2;2;5;95;0;0;0;0;0;0;0
8;1188028;2НДФЛ;Ремонт;1;0.24;мужской;2;0;высшее;рабочий;>250;0;11;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188048;2НДФЛ;Ремонт;1;0.27;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;81;45;Другое;ЗАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.5;2;2;47;4;1;0;20;46;0;0;0;0;0;0;0
8;1188068;2НДФЛ;Ремонт;1;0.44;мужской;0;0;высшее;специалист;>250;0;17;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188088;Форма банка (без печати работодателя);Другое;1;0.35;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188108;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.48;мужской;0;0;высшее;менеджер среднего звена;>250;0;19;27;Торговля;ООО;женат / замужем;2;1;0;0;0;0;1;0;0;0;0.2352941176;4;13;125;17;3;1;10;74;0;0;0;0;0;0;0
8;1188128;Поступление зарплаты на счет;Покупка автомобиля;1;0.36;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188148;Поступление зарплаты на счет;Ремонт;1;0.15;женский;1;0;высшее;специалист;>250;0;209;34;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188168;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;3;85;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188188;2НДФЛ;Покупка автомобиля;0;0.57;мужской;1;0;среднее;вспомогательный персонал;>250;0;221;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188208;Поступление зарплаты на счет;Ремонт;0;0.19;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188228;2НДФЛ;Ремонт;1;0.33;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188248;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;мужской;0;0;высшее;торговый представитель;>250;0;6;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188268;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;63;44;Торговля;ООО;женат / замужем;4;3;3;3;3;0.0427350427;1;1;0;0;0.5;5;5;224;10;2;1;5;55;1;0;0;0;0;0;0
8;1188288;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188308;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;41;54;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188328;2НДФЛ;Ремонт;1;0.29;мужской;0;0;высшее;вспомогательный персонал;>250;0;375;53;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188348;2НДФЛ;Покупка недвижимости/ строительство;1;0.57;мужской;0;0;высшее;менеджер среднего звена;>250;0;41;27;Другое;ОАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.2;1;4;39;5;0;0;22;39;0;0;0;0;0;0;0
8;1188368;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188388;2НДФЛ;Покупка автомобиля;1;0.27;мужской;0;0;второе высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188408;Форма банка (без печати работодателя);Ремонт;1;0.54;женский;2;0;среднее-специальное;вспомогательный персонал;>250;0;55;31;Торговля;ООО;женат / замужем;4;3;3;2;1;0.1171171171;0;0;0;0;0.5;4;4;98;8;3;2;7;49;1;1;0;0;0;0;0
8;1188428;Форма банка (без печати работодателя);Ремонт;0;0.29;мужской;0;0;высшее;менеджер среднего звена;>250;0;11;38;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.2941176471;5;12;133;17;3;2;8;97;0;0;0;0;0;0;0
8;1188448;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;180;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188468;2НДФЛ;Покупка бытовой техники;1;0.18;женский;0;0;высшее;специалист;>250;0;37;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188488;2НДФЛ;Ремонт;1;0.46;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188508;Свободная форма с печатью работодателя;Ремонт;1;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;26;26;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0909090909;1;0;0;0;0.5;2;2;90;4;1;0;15;42;1;0;0;0;0;0;0
8;1188528;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;0;0;высшее;специалист;>250;3;46;26;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188548;Свободная форма с печатью работодателя;Ремонт;0;0.44;женский;0;0;высшее;менеджер по продажам;< 50;3;14;46;Торговля;ООО;женат / замужем;1;1;1;0;0;0.0144927536;0;0;0;0;0.1666666667;1;5;68;6;1;0;8;66;1;0;0;0;0;0;0
8;1188568;2НДФЛ;Покупка бытовой техники;0;0.42;женский;1;0;среднее-специальное;вспомогательный персонал;>250;1;13;31;Торговля;ООО;женат / замужем;1;1;1;1;1;;0;0;0;0;0;0;1;0;1;0;0;52;52;0;0;0;0;0;0;0
8;1188588;;Покупка автомобиля;0;;женский;1;0;Высшее/Второе высшее/Ученая степень;другое;;0;83;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188608;Форма банка (без печати работодателя);Ремонт;0;0.57;мужской;0;0;высшее;менеджер среднего звена;>250;0;354;56;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188628;2НДФЛ;Ремонт;1;0.41;женский;1;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188648;Форма банка (без печати работодателя);Ремонт;1;0.36;мужской;1;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188668;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;0;0;высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188688;2НДФЛ;Ремонт;1;0.52;мужской;0;0;высшее;специалист;>250;3;159;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188708;2НДФЛ;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;0;34;27;Торговля;ЗАО;холост / не замужем;2;1;0;0;0;0.0606060606;1;1;1;0;0.8571428571;6;1;62;7;3;0;2;27;1;0;0;0;0;0;0
8;1188728;Поступление зарплаты на счет;Ремонт;1;0.31;женский;1;0;высшее;вспомогательный персонал;>250;0;20;40;Торговля;ООО;женат / замужем;1;1;1;1;0;0.0071428571;1;0;0;0;0.25;3;9;139;12;2;1;11;89;1;0;0;0;0;0;0
8;1188748;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.49;мужской;0;0;среднее-специальное;специалист;>250;0;74;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188768;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.41;женский;0;0;высшее;специалист;>250;0;12;26;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;2;0;0;0.3333333333;2;4;35;6;1;0;4;63;0;0;0;0;0;0;0
8;1188788;2НДФЛ;Ремонт;1;0.26;женский;2;0;высшее;специалист;>250;0;109;30;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.25;1;3;26;4;0;0;12;37;0;0;0;0;0;0;0
8;1188808;Форма банка (без печати работодателя);Ремонт;1;0.25;мужской;2;0;среднее;менеджер среднего звена;>250;0;82;35;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0610687023;1;0;0;0;0.6;3;2;123;5;1;0;14;99;1;0;0;0;0;0;0
8;1188828;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;высшее;вспомогательный персонал;>250;0;49;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0217391304;0;0;0;0;0;0;2;45;2;0;2;20;31;1;0;0;0;0;0;0
8;1188848;Поступление зарплаты на счет;Ремонт;1;0.42;женский;0;0;высшее;специалист;>250;0;28;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188868;Поступление зарплаты на счет;Отпуск;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188888;Форма банка (без печати работодателя);Другое;0;0.43;мужской;0;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188908;2НДФЛ;Ремонт;1;0.59;мужской;2;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188928;Поступление зарплаты на счет;Ремонт;1;0.54;женский;0;0;высшее;специалист;>250;0;13;32;Торговля;ООО;разведен / разведена;3;3;1;1;1;0.0083333333;1;0;0;0;0.3;3;7;119;10;1;1;10;105;1;0;0;0;0;0;0
8;1188948;Свободная форма с печатью работодателя;Ремонт;0;0.25;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;33;41;Торговля;ООО;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.1;2;8;143;10;1;4;14;105;0;0;0;0;0;0;0
8;1188968;2НДФЛ;Покупка автомобиля;1;0.49;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1188988;Свободная форма с печатью работодателя;Ремонт;0;0.54;мужской;0;0;высшее;менеджер среднего звена;>250;0;251;48;Торговля;ООО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0.4285714286;3;4;116;7;0;1;10;71;0;0;0;0;0;0;0
8;1189008;2НДФЛ;Ремонт;0;0.32;женский;0;0;высшее;менеджер среднего звена;>250;3;39;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189028;Поступление зарплаты на счет;Покупка автомобиля;0;0.51;женский;0;0;высшее;вспомогательный персонал;>250;0;15;24;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.4;2;3;30;5;1;2;5;18;0;0;0;0;0;0;0
8;1189048;Форма банка (без печати работодателя);Ремонт;0;0.43;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189068;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>250;0;10;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189088;Форма банка (без печати работодателя);Ремонт;1;0.29;мужской;1;0;среднее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189108;2НДФЛ;Ремонт;0;0.09;мужской;0;0;высшее;менеджер среднего звена;>250;0;33;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189128;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.25;женский;0;0;высшее;специалист;< 50;0;100;49;Торговля;ООО;разведен / разведена;2;1;1;0;0;0.2972972973;1;0;0;0;0.1428571429;1;6;78;7;1;1;32;89;1;1;0;0;0;0;0
8;1189148;2НДФЛ;Ремонт;0;0.5;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189168;Форма банка (без печати работодателя);Обучение;0;0.28;мужской;0;0;второе высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189188;2НДФЛ;Ремонт;0;0.4;мужской;0;0;высшее;специалист;>250;0;56;26;Торговля;ООО;женат / замужем;3;2;2;2;2;0;1;2;0;0;0.375;3;5;78;8;2;1;5;98;0;0;0;0;0;0;0
8;1189208;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;0;0;высшее;специалист;>250;1;26;25;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189228;2НДФЛ;Ремонт;1;0.35;мужской;1;0;второе высшее;менеджер среднего звена;>250;1;77;41;Другое;ООО;женат / замужем;0;0;0;0;0;0.2711864407;0;0;0;0;0;0;4;43;4;0;1;37;88;1;1;1;1;0;0;0
8;1189248;Поступление зарплаты на счет;Ремонт;0;0.14;мужской;2;0;второе высшее;менеджер среднего звена;>250;0;24;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0.2195121951;0;0;0;0;0.25;1;3;32;4;0;1;18;33;1;0;0;0;0;0;0
8;1189268;2НДФЛ;Другое;1;0.19;женский;0;0;высшее;рабочий;>250;0;79;44;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189288;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.54;мужской;2;0;среднее-специальное;рабочий;>250;0;129;52;Другое;ОАО;женат / замужем;1;1;1;1;1;0.0792079208;0;0;0;0;0.3636363636;4;7;279;11;2;0;10;90;1;0;0;0;0;0;0
8;1189308;2НДФЛ;Ремонт;0;0.49;женский;0;0;второе высшее;специалист;>250;0;39;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189328;2НДФЛ;Ремонт;0;0.57;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;67;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189348;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189368;Форма банка (без печати работодателя);Ремонт;1;0.45;мужской;1;0;высшее;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1189388;Поступление зарплаты на счет;Ремонт;0;0.56;женский;0;0;высшее;специалист;>250;0;170;49;Торговля;ООО;женат / замужем;2;2;2;2;2;0;0;1;0;0;0.2727272727;3;8;172;11;2;5;5;87;0;0;0;0;0;0;0
8;1189408;Форма банка (без печати работодателя);Ремонт;0;0.44;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
